"referenceCode","legacyId","parentId","qubitParentSlug","identifier","accessionNumber","title","levelOfDescription","extentAndMedium","repository","archivalHistory","acquisition","scopeAndContent","appraisal","accruals","arrangement","accessConditions","reproductionConditions","language","script","languageNote","physicalCharacteristics","findingAids","locationOfOriginals","locationOfCopies","relatedUnitsOfDescription","publicationNote","digitalObjectURI","digitalObjectChecksum","generalNote","subjectAccessPoints","placeAccessPoints","nameAccessPoints","genreAccessPoints","descriptionIdentifier","institutionIdentifier","rules","descriptionStatus","levelOfDetail","revisionHistory","languageOfDescription","scriptOfDescription","sources","archivistNote","publicationStatus","physicalObjectName","physicalObjectLocation","physicalObjectType","alternativeIdentifiers","alternativeIdentifierLabels","eventDates","eventTypes","eventStartDates","eventEndDates","eventDescriptions","eventActors","eventActorHistories","eventPlaces","culture"
"SeknegRi",121299,,,,,"Sekretariat Negara Republik Indonesia 1945-1949","Fonds",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,"Inventaris Arsip Sekretariat Negara Republik Indonesia Tahun 1945-1949",,,,,,,,,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"370",,121503,,"370",,"Undang-undang No. 1 tgl. 28 September 1949 tentang penggantian pajak bumi dengan pajak pendapatan.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"371",,121503,,"371",,"Undang-undang No. 3 tgl. 30 September 1949 tentang tarif pajak potong tahun 1949, disertai penjelasannya.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"372",,121503,,"372",,"Undang-undang No. 4 tgl. 30 September 1949 tentang perubahan aturan bea materai 1921.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"373",,121503,,"373",,"Undang-undang No. 5 tgl. 30 September 1949 tentang penetapan tarif pajak pendapatan dan tambahan pokok pajak dan tarif pajak upah untuk tahun 1949.","Item","6 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Pertinggal",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"374",,121503,,"374",,"Pemerintah RI Jogjakarta: Peraturan No. 1 tgl. 22 Februari 1946 tentang aturan Bank Rakyat Indonesia.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"375",,121503,,"375",,"Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 2 tgl. 5 Juli 1946 tentang Bank Negara Indonesia.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"376",,121503,,"376",,"Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 3 tgl. 5 Juli 1946 tentang kewajiban menyimpan uang dalam bank, disertai penjelasannya dan peraturan pelaksanaannya (hanya pasal 10).","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"377",,121503,,"377",,"Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 6 tgl. 5 Agustus 1946 tentang perubahan pasal 7 ayat 1 Peraturan Pemerintah Pengganti Undang-undang No. 3 tahun 1946.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"378",,121503,,"378",,"Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 10 tgl. 29 Oktober 1946 tentang tidak berlakunya lagi mata uang lain selain Uang Republik Indonesia (ORI).","Item","7 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"379",,121503,,"379",,"Pemerintah RI Jogjakarta: Peraturan No. 1 tgl. 6 Januari 1947 tentang bea masuk dan bea keluar.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"380",,121503,,"380",,"Pemerintah RI Jogjakarta: Peraturan No. 15 tahun 1947 tentang pembentukan bagian perbendaharaan pada tiap-tiap Kementerian dan Pengawasan Keuangan Negara.","Item","8 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"381",,121503,,"381",,"Pemerintah RI Jogjakarta: Peraturan No. 14 tgl. 10 Juni 1947 tentang pemberian tunjangan kepada bekas pegawai negeri serta janda dan anak piatunya, disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"382",,121503,,"382",,"Pemerintah RI Jogjakarta: Peraturan No. 20 tgl. 26 Juli 1947 tentang promes negara, disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"383",,121503,,"383",,"Pemerintah RI Jogjakarta: Peraturan No. 14 tgl. 23 Juni 1948 tentang peraturan bank-bank pemerintah dalam peredaran uang berhubungan dengan adanya uang palsu.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"384",,121503,,"384",,"Pemerintah RI Jogjakarta: Peraturan No. 21 tahun 1948 tentang pencabutan peraturan mengenai pengangkatan dan gaji pegawai negeri di Jawa (Osamu Seizin No. 13 tgl. 1 Juli 1943), aturan pengangkatan dan gaji pegawai bantuan (Osamu seizin No. 122 tgl. 12 Juli 1943), peraturan mengenai gaji pekerja negeri pendudukan di Jawa (tgl. 1 September 1943) dan penetapan peraturan gaji pegawai yang baru.","Item","6 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"385",,121503,,"385",,"Pemerintah RI Jogjakarta: Rencana Peraturan No. 23 tahun 1948 tentang peraturan penyesuaian (inpassing) disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"386",,121503,,"386",,"Pemerintah RI Jogjakarta: Peraturan No. 19 tgl. 26 Agustus 1948 tentang surat tanda penerimaan uang dikeluarkan oleh kepala daerah.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"387",,121503,,"387",,"Pemerintah RI Jogjakarta: Peraturan No. 25 tgl. 21 September 1948 tentang pinjaman negara dalam mengeluarkan surat tanda hutang negara dan Peraturan Pemerintah No. 24 tentang Militairisasi Jawatan Kereta Api, Jawatan Pos, Telegraf dan Telepon tgl. 21 September 1948.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep, stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"388",,121503,,"388",,"Pemerintah RI Jogjakarta: Peraturan No. 34 tgl. 29 September 1948 tentang peredaran uang dengan perantaraan bank.","Item","7 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"389",,121503,,"389",,"Pemerintah RI Jogjakarta: Peraturan tahun 1948 tentang peraturan untuk mengeluarkan materai tempel dan materai upah yang berbentuk baru.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"390",,121503,,"390",,"Pemerintah RI Jogjakarta: Peraturan No. 17 tgl. 11 November 1949 tentang perubahan PGP-1948.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan, stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"391",,121503,,"391",,"Pemerintah RI Jogjakarta: Peraturan No. 21 tgl. 29 November 1949 tentang peraturan gaji militer 1949.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"392",,121503,,"392",,"Pemerintah RI Jogjakarta: Peraturan No. 34 tgl. 25 Desember 1949 tentang pemberian pensiun kepada pegawai negeri.","Item","7 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"393",,121503,,"393",,"Presiden RI: Peraturan No. 2 tgl. 16 Agustus 1946 tentang pemberian perubahan peraturan pemberian tunjangan kepada bekas menteri negara, disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"394",,121503,,"394",,"Presiden RI: Peraturan No. 4 tgl. 30 November 1946 tentang beberapa perubahan peraturan pemberian tunjangan kepada menteri negara, disertai penjelasannya.","Item","1 sampul","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"395",,121503,,"395",,"Presiden RI: Peraturan No. 5 tgl. 28 Desember 1946 tentang pencabutan Penetapan Pemerintah No. 1/O.P. tahun 1945 dan penetapan peraturan mengenai gaji pokok dan ongkos representasi untuk beberapa pejabat.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"396",,121503,,"396",,"Presiden RI: Peraturan No. 1 tgl. 24 Oktober 1949 tentang penyerahan hak kekuasaan untuk memberikan kenaikan gaji tertentu kepada pegawai negeri Republik Indonesia.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"397",,121503,,"397",,"Presiden RI: Peraturan No. 2 tgl. 19 Desember 1949 tentang peraturan gaji jabatan-jabatan di luar PGP-1948.","Item","8 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"398",,121503,,"398",,"Pemerintah RI Jogjakarta: Penetapan No. 1/O.P. tgl. 26 Oktober 1945 tentang penggajian pejabat tinggi.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"399",,121503,,"399",,"Pemerintah RI Jogjakarta: Peraturan No. 2/O.P. tgl. 27 Oktober 1945 tentang Pembentukan Panitia Perancang Peraturan Gaji Pegawai Negeri.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"400",,121503,,"400",,"Pemerintah RI Jogjakarta: Peraturan No. 2/O.P. tgl. 7 November 1945 tentang urusan bea (in-en uitvoerrechten) masuk Departemen Keuangan Bahagian Pajak.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"401",,121503,,"401",,"Presiden RI: Penetapan No. 1 tgl. 12 Februari 1947 tentang pembubaran Panitia Perancang Gaji Pegawai Negeri, pemberian kuasa kepada Dewan Menteri untuk membentuk panitia baru.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"402",,121503,,"402",,"Presiden RI: Penetapan No. 3 tgl. 12 April 1948 tentang pembentukan Panitia Pemikir Siasat Ekonomi, disertai lampiran.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Asli dan konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"403",,121503,,"403",,"Wakil Perdana Menteri RI: Ketetapan No. 2/KU/WPM tgl. 22 Oktober 1949 pengeluaran Uang Republik Indonesia Baru dari R. 0,10; R. 0,50; R. 1,-; R. 10,- dan R 100,- disertai penjelasannya.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"404",,121503,,"404",,"Presiden RI: Surat Keputusan No. 49/A/49 bulan November 1949 tentang pemberian uang kepada keluarga Hamid Algadrie selama Hamid Algadrie berpergian ke luar negeri untuk mengikuti Konperensi Meja Bundar.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"405",,121503,,"405",,"Presiden RI: Surat Keputusan No. 50/A/49 bulan November 1949 tentang pemberian uang kerugian kepada Keluarga Kasman Singodimedjo selama Mr. Kasman Singodimedjo berpergian keluar negeri untuk mempelajari hukum militer dan pengadilan militer di Eropa dan India.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"406",,121503,,"406",,"Presiden RI: Surat Keputusan No. 79/A/49 tgl. 7 Desember 1949 tentang pemberian kenaikan gaji untuk Mr. A.G. Pringgodigdo (Sekretaris Negara), disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Petikan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"407",,121503,,"407",,"Presiden RI: Surat Keputusan No. 88/A/49 tgl. 10 Desember 1949 tentang penyesuaian gaji menurut PGP 1948 terhadap Mr. R. Tirtawinata (Jaksa Agung), Mr. M. Soedardjat (Jaksa Agung Muda), disertai lampiran.","Item","9 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"408",,121503,,"408",,"Pemerintah RI Jogjakarta: Maklumat tgl. 2 Oktober 1945 tentang tidak berlakunya uang Nica.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"409",,121503,,"409",,"Pemerintah RI: Maklumat No. 1/10 tgl. 3 Oktober 1945 tentang macam-macam uang sebagai alat pembayaran di daera Jawa.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Konsep",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"410",,121503,,"410",,"Menteri Keuangan: Peraturan No. Ss/1/36 tgl. 29 Oktober 1946 tentang pembatasan pengambilan kembali simpanan uang di bank.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"411",,121503,,"411",,"Menteri yang diserahi Urusan Pegawai Negeri: Peraturan No. 2/S/1949 tgl. 15 Juli 1949 tentang pemberian tunjangan kepada ahli waris pegawai negeri yang meninggal dunia karena aksi Militer Belanda.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"412",,121503,,"412",,"Menteri Keuangan Thesaurier Jenderal Muda: Peraturan tgl. 10 Oktober 1949 tentang pembayaran uang lembur.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Stensilan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"413",,121503,,"413",,"Pemerintah Militer Daerah Istimewa Jogjakarta/Daerah Militer V di Jawa: Peraturan No. 10/G.M. tgl. 29 Agustus 1949 tentang peraturan pemberantasan kabar bohong, disertai surat pengantar.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"414",,121503,,"414",,"Pemerintah Daerah Militer Istimewa Jogjakarta/Daerah Militer V di Jawa: Peraturan No. 11/G.M. tgl. 29 Agustus 1949 tentang perubahan tarif pajak kendaraan dan yang penggantian tanda pajak.","Item",,"Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,,,,,,,,,,,,,,,"Fisik arsip tidak ada","Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"415",,121503,,"415",,"Menteri Pendidikan, Pengajaran dan Kebudayaan: Surat Keputusan No. 9080/C tgl. 20 Oktober 1948 tentang perubahan besar tunjangan bagi anggota penguji pemeriksa dan pengawas ujian penghabis CPU dari R. 5,- menjadi R. 10,-.","Item","5 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"416",,121503,,"416",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 10172/A tgl. 23 November 1948 tentang bantuan dana sebesar R. 10.000,- kepada Pengurus Perserikatan Perhimpunan-perhimpunan Mahasiswa Indonesia di Jogjakarta yang menyelenggarakan Peringatan Hari Mahasiswa Internasional.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"417",,121503,,"417",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 121/A tgl. 7 September 1949 tentang penghentian segala uang tunjangan bagi guru-guru PBH kelurahan, pemerintah desa, pemimpin kecamatan dan penghentian uang sokongan (subsidi) kepada badan-badan resmi dan partikulir yang mendirikan usaha pemberantas buta huruf PBH.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Turunan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"418",,121503,,"418",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 72/B tgl. 13 September 1949 tentang penyediaan dana untuk Panitia Besar Kongres Pendidikan Antara Indonesia sebesar R. 2000,-.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"419",,121503,,"419",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 91/B tgl. 21 September 1949 tentang penyediaan dana untuk penyelenggaraan hubungan persaudaraan dengan daerah-daerah diluar RI sebesar F. 3000,- sebulan.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"420",,121503,,"420",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 130/B tgl. 29 September 1949 tentang pemberian tunjangan belajar kepada pelajar-pelajar sekolah lanjutan dan mahasiswa perguruan tinggi negeri dan partikulir yang bersubsidi, disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"421",,121503,,"421",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 277/A tgl. 31 Oktober 1949 tentang pemberian bantuan dana kepada Panitia Penyelenggara Children's Week sebesar f. 500,-.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"422",,121503,,"422",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 12 November 1949 tentang pemberian bantuan dana kepada Panitia Konperensi Tani sebesar f. 250,-.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"423",,121503,,"423",,"Menteri Pendidikan Pengajaran dan Kebudayaan: Surat Keputusan No. 346/B tgl. 1 Desember 1949 tentang pemberian pinjaman uang belajar kepada pelajar/mahasiswa, disertai lampiran.","Item","4 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"424",,121503,,"424",,"Menteri Keuangan: Surat Keputusan No. Ss-1-35 tgl. 29 Oktober 1946 tentang berlakunya Uang Republik Indonesia sebagai alat pembayaran yang sah pada tgl. 30 Oktober 1946 jam 24.00.","Item","3 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"425",,121503,,"425",,"Menteri Keuangan: Surat Keputusan No. TNU 1-43-4 tgl. 24 November 1949 tentang penggunaan hasil pencetakan uang darurat di Ampalu Sumatera Barat guna keperluan anggaran sipil dan penunjukan Pemerintah/Gubernur Militer Sumatera Tengah untuk melaksanakan pekerjaan tersebut.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"426",,121503,,"426",,"Menteri Keuangan: Surat-surat Keputusan No. IV/7 A tgl. 18 Agustus 1949, No. I/93 A tgl. 25 November 1949 tentang membuka kredit anggaran pada Kantor Pusat Perbendaharaan di Jogjakarta.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"427",,121503,,"427",,"Menteri Keuangan: Surat Keputusan No. P.O. 6/1/18 tgl. 29 November 1949 tentang pemberian tunjangan kepada Dr. A. Tjokronegoro sebesar R. 100,-.","Item","1 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"428",,121503,,"428",,"Menteri Luar Negeri: Surat Keputusan No. PKL I/435/L.47 tgl. 1 Desember 1947 tentang permintaan pembayaran gaji kepada Pembantu Bendahara daerah Jogjakarta, disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
"429",,121503,,"429",,"Menteri Luar Negeri: Surat Keputusan No. SK/115/U.P. tgl. 6 Desember 1949 tentang kenaikan gaji, disertai lampiran.","Item","2 lembar","Arsip Nasional Republik Indonesia (ANRI)",,,,,,,,,"id",,,,,,,,,,,"Salinan",,,,,,,,,,,,,,,"Draft",,,,,,,"Creation | Creation | Creation",,,,"Sekretariat Negara",,,"id"
