,referenceCode,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
325,309,,121502.0,,309.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 212/S tgl. 10 Oktober 1949 tentang pembentukan Panitia Perguruan Tinggi RIS yaitu suatu badan pembantu Kementerian Pengajaran, Pendidikan dan Kebudayaan.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
326,310,,121502.0,,310.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 289/A tgl. 20 Oktober 1949 tentang peraturan pemakaian sesuatu gedung yang langsung diurus/dikuasai/diawasi oleh Kementerian Pengajaran, Pendidikan dan Kebudayaan.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
327,311,,121502.0,,311.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 281/A tgl. 25 Oktober 1949 tentang perubahan pasal 2 dari Surat Keputusan dari Menteri PPK tgl. 19 Juli 1948 No. 6123/A bagian A (1) dan (2) bagian D (1) dan bagian E (1).",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
328,312,,121502.0,,312.0,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 367/C tgl. 8 September 1949 tentang kepindahan tempat kedudukan Kementerian Pengajaran, Pendidikan dan Kebudayaan dari Solo ke Jogjakarta.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
329,313,,121502.0,,313.0,,Menteri Kemakmuran: Surat Keputusan No. 3334/Kab tgl. 1 Juni 1948 tentang pedoman cara menetapkan besarnya kerugian untuk pemakaian tanah oleh perusahaan-perusahaan Pertanian Negara dalam Daerah Istimewa Jogjakarta dan Karesidenan Surakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
330,314,,121502.0,,314.0,,Menteri Kemakmuran: Surat Keputusan No. 3840/Kab tgl. 21 Juni 1948 tentang pembentukan Panitia Penyokong dan Pertimbangan bagi pelaksanaan rancangan produksi 3 tahun dan pengangkatan anggota-anggota panitia tersebut.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
331,315,,121502.0,,315.0,,"Menteri Kemakmuran: Surat Keputusan No. 5284/Kab tgl. 5 Agustus 1948 tentang Susunan dan Tugas Kewajiban Kementerian Kemakmuran, disertai lampiran.",Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
332,316,,121502.0,,316.0,,"Menteri Kemakmuran: Surat Keputusan No. 3831/Kab tgl. 3 September 1948 tentang pembentukan suatu komisi yang berkewajiban mengadakan peninjauan keadaan dan sifat perekonomian masyarakat Indonesia, penyusunan ketua dan anggota komisi tersebut.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
333,317,,121502.0,,317.0,,Menteri Kemakmuran: Surat Keputusan No. 6954/T.O. tgl. 15 Oktober 1948 tentang tetap termasuknya (sementara) Urusan Pengawasan Milik Bangsa Asing (PMBA) dalam Kantor Pusat Kementerian Kemakmuran dan mengenai tugas kewajiban Urusan PMBA.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
334,318,,121502.0,,318.0,,"Menteri Kemakmuran: Surat Keputusan No. 65/T.O. tgl. 25 Oktober 1948 tentang ditariknya Bagian Pengawasan Milik Bangsa Asing dari Jawatan Pengumpulan, Penyimpanan dan Pembagian ke bawah Pimpinan Kantor Kementerian Kemakmuran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
335,319,,121502.0,,319.0,,Menteri Kesehatan: Surat Keputusan No. 5/Peg/3 tgl. 30 April 1948 tentang Susunan Kantor Pusat kementerian Kesehatan Jogjakarta.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
336,320,,121502.0,,320.0,,"Menteri Kesehatan: Surat Keputusan No. 20/Peg/J tgl. 29 Juni 1948 tentang pembagian tugas di lingkungan karesidenan Semarang, Karesidenan Surakarta dan Karesidenan Banyumas.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
337,321,,121502.0,,321.0,,Menteri Kesehatan: Surat Keputusan No. 720/Peg/10/K tgl. 14 Desember 1949 tentang Pembentukan Kantor Perwakilan Kementerian Kesehatan di daerah Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
338,322,,121502.0,,322.0,,Menteri Keuangan: Surat Keputusan No. TNU 1/21/9 tgl. 12 September 1949 tentang pembentukan Kantor Pusat Perbendaharaan di Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
339,323,,121502.0,,323.0,,Menteri Keuangan: Surat Keputusan No. 4.43/1/10 tgl. 14 September 1949 tentang pembentukan Kantor Perbendaharaan di Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
340,324,,121502.0,,324.0,,Menteri Pembangunan dan Pemuda: Surat Keputusan tgl. 22 Juni 1948 tentang penyerahan kekuasaan dan kewajiban penyelenggaraan urusan-urusan penempatan tenaga yang berasal dari ketentaraan dan badan-badan perjuangan atau akibat rasionalisasi dan pemberian pekerjaan atau pendidikan dari Kementerian Pembangunan dan Pemuda kepada Jawatan Perusahaan.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
341,325,,121502.0,,325.0,,"Menteri Pertahanan: Surat Keputusan No. A/154/1948 tgl. 13 April 1948 tentang penghapusan Bagian Politik Kementerian Pertahanan, disertai surat pengantar.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
342,326,,121502.0,,326.0,,"Menteri Pekerjaan Umum: Surat Keputusan No. S9/2/7 tgl. 14 September 1949 tentang pembubaran organisasi yang terdiri dari penggabungan Pelayaran Nasional Indonesia, Penumpukan dan Angkutan dan Badan Pengangkutan Laut.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
343,327,,121502.0,,327.0,,Menteri Perburuhan dan Sosial: Surat Keputusan No. 2/K.U.2/5 tgl. 21 September 1949 tentang didirikan Jawatan Sosial Kementerian Perburuhan dan Sosial.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
344,328,,121502.0,,328.0,,"Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 65/II/MTR tgl. 25 September 1948 dan 18 Oktober 1948 tentang pencabutan Surat Penetapan Menteri Negara Urusan Makanan No. 9/S/1947 tgl. 10 September 1947, disertai lampiran dan surat pengantar.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
345,329,,121502.0,,329.0,,Menteri Urusan Pegawai: Surat Keputusan No. 9/S/1949 tgl. 23 Desember 1949 tentang pengubahan peraturan Menteri Urusan Pegawai No. 3/S/1949 tgl. 30 Juli 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
346,330,,121502.0,,330.0,,Menteri Negara RI Koordinator Keamanan: Surat Keputusan No. P/15 tgl. 29 Juni 1949 tentang dasar-dasar Pemerintah Daerah untuk Daerah Istimewa Jogjakarta dan pembekuan Peraturan Negara mengenai Pemerintahan Daerah di Daerah Istimewa Jogjakarta yang bertentangan dengan surat keputusan ini.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
347,331,,121502.0,,331.0,,Menteri Negara RI: Surat Keputusan No. P/1 tgl. 27 Mei 1949 tentang pembentukan Panitia Penerimaan Penyerahan Kembali Jawatan-Jawatan berkedudukan di Jogjakarta dan pengangkatan Ketua serta Anggota Panitia tersebut.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
348,332,,121502.0,,332.0,,Menteri Negara RI: Surat Keputusan No. P/2 tgl. 30 Mei 1949 tentang penyerahan Pimpinan Kantor Urusan Pegawai Negeri kepada Menteri Perburuhan dan Sosial untuk sementara sebelum ada keputusan Dewan Menteri RI.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
349,333,,121502.0,,333.0,,"Menteri Negara RI: Surat Keputusan No. P/4 tgl. 31 Mei 1949 tentang tugas kewajiban darurat dari Kementerian Pendidikan, Pengajaran dan Kebudayaan, disertai lampiran. ",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,Nb. Lampiran tidak lengkap,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
350,334,,121502.0,,334.0,,"Menteri Negara RI: Surat Keputusan No. P/8 tgl. 1 Juni 1949 tentang pembentukan Panitia Penyambutan Kedatangan Pemerintah RI (Panitia Penyambutan) dengan Kedudukan di Jogjakarta dan pengangkatan Ketua, Wakil Ketua dan Anggota Panitia Penyambutan tersebut.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
351,335,,121502.0,,335.0,,Menteri Negara RI: Surat Keputusan No. P/12 tgl. 7 Juni 1949 tentang pembentukan Kantor Urusan Barang-barang RI (KUBRI) di Jogjakarta di bawah pengawasan Kementerian Kemakmuran dan pengangkatan Ir. Gunung Iskandar sebagai Pimpinan KUBRI.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
352,,121503.0,121500.0,,,,C. PENGELOLAAN DANA DAN KEUANGAN NEGARA,File,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
353,336,,121503.0,,336.0,,Undang-undang No. 2 tgl. 16 Maret 1946 tentang batas waktu piutang pajak berakhir.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
354,337,,121503.0,,337.0,,Undang-undang No. 4 tgl. 29 April 1946 tentang pinjaman negara dan Undang-undang Perubahan Undang-undang Pinjaman Nasional 1946 tgl. 11 Juli 1946.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
355,338,,121503.0,,338.0,,"Undang-undang No. 4 dan 5 tgl. 10 April 1946 dan 10 Mei 1946 tentang penetapan tarif pajak pendapatan 1946/1947, tambahan pokok pajak dan tarif pajak upah, disertai penjelasannya.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
356,339,,121503.0,,339.0,,Undang-undang tgl. 12 Juni 1946 tentang perubahan Undang-undang No. 4 tahun 1946 mengenai pinjaman nasional.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
357,340,,121503.0,,340.0,,Undang-undang No. 10 tgl. 22 Juni 1946 tentang pembawaan uang dari daerah ke daerah lain di Jawa dan Madura.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
358,341,,121503.0,,341.0,,Undang-undang No. 11 tgl. 23 Juni 1946 tentang perubahan aturan Bea Materai 1921.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
359,342,,121503.0,,342.0,,Undang-undang No. 15 tgl. 21 September 1946 tentang penetapan tambahan pokok Pajak Bumi untuk tahun pajak 1946/1947.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
360,343,,121503.0,,343.0,,"Setneg kepada Kementerian Pertahanan: Undang-undang No. 17 tahun 1946 tentang Pengeluaran Uang RI (I) dan Undang-undang No. 18 tahun 1946 tgl. 1 Oktober 1946 tentang kewajiban menyimpan uang dalam Bank, disertai surat pengantar.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
361,344,,121503.0,,344.0,,Undang-undang No. 19 tgl. 25 Oktober 1946 tentang pengeluaran Uang Republik Indonesia (II).,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
362,345,,121503.0,,345.0,,Undang-undang No. 21 tgl. 9 November 1946 tentang penurunan Cukai Tembakau.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
363,346,,121503.0,,346.0,,"Undang-undang No. 3 tgl. 12 Februari 1947 tentang bea masuk dan bea keluar, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
364,347,,121503.0,,347.0,,"Undang-undang No. 10 tgl. 5 Mei 1947 tentang peraturan aturan bea materai 1921, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
365,348,,121503.0,,348.0,,"Undang-undang No. 11 tgl. 5 Mei 1947 tentang perubahan tarip pajak potong, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
366,349,,121503.0,,349.0,,"Undang-undang No. 12 tgl. 5 Mei 1947 tentang pajak radio, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
367,350,,121503.0,,350.0,,"Undang-undang No. 13 tgl. 5 Mei 1947 tentang penetapan tarip pajak pendapatan, pajak upah dan tambahan pokok pajak tahun 1947/1948, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
368,351,,121503.0,,351.0,,"Undang-undang No. 14 tgl. 14 Mei 1947 tentang pajak pembangungan I, disertai lampiran.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Asli,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
369,352,,121503.0,,352.0,,Undang-undang No. 19 tgl. 12 Juni 1947 tentang mengganti Undang-undang No. 10 tahun 1946 mengenai pembawaan uang dan Peraturan Pemerintahan Pengganti Undang-undang No. 10 tgl. 29 Oktober 1946.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
370,353,,121503.0,,353.0,,Undang-undang No. 30 tgl. 30 Agustus 1947 tentang pengesahan Peraturan Pemerintah No. 20 tahun 1947 mengenai Promes Negara.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
371,354,,121503.0,,354.0,,Undang-undang No. 28 tgl. 30 Agustus 1947 tentang cukai tembakau II.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
372,355,,121503.0,,355.0,,"Undang-undang No. 29 tgl. 30 Agustus 1947 tentang cukai minuman keras, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
373,356,,121503.0,,356.0,,"Undang-undang No. 38 tgl. 28 November 1947 tentang Undian Uang Negara, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
374,357,,121503.0,,357.0,,"Rencana Undang-undang tahun 1948 tentang Undang-undang Pensiun Pegawai Negara tahun 1948, disertai penjelasannya.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
375,358,,121503.0,,358.0,,"Rancangan Undang-undang tahun 1948 tentang pemberian kekuasaan kepada Menteri Keuangan mengadakan peraturan-peraturan guna mempergunakan dan mempercepat prosedur penetapan dan pemungutan pajak-pajak, disertai penjelasannya.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,N.B.: Rusak ringan,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
376,359,,121503.0,,359.0,,Undang-undang tahun 1948 tentang perubahan Undang-undang Uang Berat Barang 1927 (Goederengeld Ordonnantie 1927).,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
377,360,,121503.0,,360.0,,Undang-undang No. 14 dan No. 15 tgl. 31 Mei 1948 tentang bea masuk dan penetapan barang-barang yang dikenakan bea keluar 30% dari barangnya.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
378,361,,121503.0,,361.0,,Undang-undang No. 20 tgl. 12 Juni 1948 tentang perubahan dan tambahan pajak pembangunan.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat dan konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
379,362,,121503.0,,362.0,,Undang-undang No. 21 tgl. 12 Juni 1948 tentang Undang-undang tambahan dari undang-undang pajak radio.,Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
380,363,,121503.0,,363.0,,Undang-undang No. 25 tgl. 13 Agustus 1948 tentang penetapan tarif pajak pendapatan tahun 1948/1949 dan tambahan pokok pajak.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat dan konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
381,364,,121503.0,,364.0,,Undang-undang No. 17 dan No. 26 tgl. 31 Mei 1948 dan 13 Agustus 1948 tentang perubahan Undang-undang pajak pendapatan 1932.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
382,365,,121503.0,,365.0,,Undang-undang No. 28 tgl. 2 September 1948 tentang undang-undang alat pembayaran luar negeri.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
383,366,,121503.0,,366.0,,Undang-undang No. 32 tgl. 30 Oktober 1948 tentang peredaran uang dengan perantaraan Bank.,Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
384,367,,121503.0,,367.0,,Undang-undang No. 33 tgl. 9 November 1948 tentang uang berat barang 1948.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
385,368,,121503.0,,368.0,,Undang-undang No. 34 tgl. 11 Desember 1948 tentang perubahan daerah pabean.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
386,369,,121503.0,,369.0,,Undang-undang No. 35 tgl. 11 Desember 1948 tentang penurunan beberapa bea masuk.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
387,370,,121503.0,,370.0,,Undang-undang No. 1 tgl. 28 September 1949 tentang penggantian pajak bumi dengan pajak pendapatan.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
388,371,,121503.0,,371.0,,"Undang-undang No. 3 tgl. 30 September 1949 tentang tarif pajak potong tahun 1949, disertai penjelasannya.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
389,372,,121503.0,,372.0,,Undang-undang No. 4 tgl. 30 September 1949 tentang perubahan aturan bea materai 1921.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
390,373,,121503.0,,373.0,,Undang-undang No. 5 tgl. 30 September 1949 tentang penetapan tarif pajak pendapatan dan tambahan pokok pajak dan tarif pajak upah untuk tahun 1949.,Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
391,374,,121503.0,,374.0,,Pemerintah RI Jogjakarta: Peraturan No. 1 tgl. 22 Februari 1946 tentang aturan Bank Rakyat Indonesia.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
392,375,,121503.0,,375.0,,Pemerintah RI Jogjakarta: Peraturan Pengganti Undang-undang No. 2 tgl. 5 Juli 1946 tentang Bank Negara Indonesia.,Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,Creation,,,,Sekretariat Negara,,,id
